school_name,city,state,zip,school_url,price_calculator_url,in_state_tuition,out_of_state_tuition,attendance_cost,median_debt,student_size,net_price_public,net_price_private,median_earnings_10yrs,completion_rate,admission_rate,sat_average,first_generation,median_family_income,age_entry,completion_rate_imputed,admission_rate_imputed,sat_average_imputed,first_generation_imputed
Crowley's Ridge College,Paragould,AR,72450,www.crc.edu/,crc.edu/wp/financial-aid/,15000,15000,23894,26228.0,171,0,14719,39533,0.2794,,,0.3956834532,47685,20,False,True,True,False
East Arkansas Community College,Forrest City,AR,72335-2204,https://www.eacc.edu/,https://www.eacc.edu/pages?id=100,2910,3810,13976,6000.0,519,8156,0,28471,0.4073,,,0.5082872928,18823,22,False,True,True,False
Paul Mitchell the School-Little Rock,North Little Rock,AR,72117,paulmitchell.edu/littlerock,paulmitchell.edu/littlerock/programs/cosmetology,0,0,0,10725.0,358,0,20066,24765,0.5789,,,0.4567901235,19466,24,False,True,True,False
National Park College,Hot Springs,AR,71913,www.np.edu/,https://np.edu/admissions/financial-aid/cost-attendance.aspx,5200,6880,13759,10500.0,1809,7785,0,32444,0.2582,,,0.4566613162,17464,25,False,True,True,False
University of Arkansas Community College-Batesville,Batesville,AR,72503-3350,www.uaccb.edu/,www.uaccb.edu/net-price-calculator/,2766,3750,14375,10250.0,694,7235,0,33706,0.5873,,,0.4585714286,22454,24,False,True,True,False
Harding University,Searcy,AR,72149-5615,www.harding.edu/,www.harding.edu/admissions/npc.html,23148,23148,34168,26500.0,3198,0,16656,52876,0.6833,0.4512,1182.0,0.2054794521,71055,20,False,False,False,False
Henderson State University,Arkadelphia,AR,71999-0001,https://www.hsu.edu/,https://www.hsu.edu/pages/future-students/financial-aid/net-price-calculator/,7560,9768,26032,19500.0,1800,17580,0,43459,0.382,0.7066,1019.0,0.3767383059,30416,21,False,False,False,False
Hendrix College,Conway,AR,72032-3080,https://www.hendrix.edu/,https://collegenpc.com/hendrixcollege,35100,35100,49928,26688.0,1127,0,14694,60376,0.7085,0.6028,1246.0,0.1920668058,64295,19,False,False,False,False
Hot Springs Beauty College,Hot Springs,AR,71901,hotspringsbeautycollege.com/,hotspringsbeautycollege.com/disclosures,0,0,0,9700.0,90,0,12935,21563,0.72,,,0.4468085106,13946,25,False,True,True,False
Jefferson Regional School of Nursing,Pine Bluff,AR,71603,www.jrmc.org/,www.jrmc.org/schoolofnursing/Calculator/npcalc.htm,0,0,0,12000.0,69,0,0,73975,,,,,24327,26,True,True,True,True
John Brown University,Siloam Springs,AR,72761,https://www.jbu.edu/,https://admissions.jbu.edu/register/net-price-calculator,29720,29720,42128,21250.0,1354,0,15284,53907,0.7078,0.5664,1218.0,0.2888283379,52350,24,False,False,False,False
Career Academy of Hair Design,Springdale,AR,72764-7128,www.beautynwa.com/,www.beautynwa.com/npcalc/,0,0,0,6365.0,230,0,12858,21567,0.6007,,,0.6088435374,17526,25,False,True,True,False
Academy of Salon and Spa,Fort Smith,AR,72901,www.academysalonspa.com/,www.academysalonspa.com/courses/financial-aid/,0,0,0,4833.0,67,0,14331,16941,0.5098,,,0.5050505051,13269,26,False,True,True,False
Arkansas State University Mid-South,West Memphis,AR,72301-3829,www.asumidsouth.edu/,www.asumidsouth.edu/NetPriceCalculator16/npcalc.htm,2818,4258,15906,13500.0,455,8011,0,31857,0.3744,,,0.5944272446,16021,24,False,True,True,False
Arkansas Northeastern College,Blytheville,AR,72316-1109,www.anc.edu/,www.anc.edu/netprice/index.html,2542,4222,10453,13500.0,748,3853,0,33169,0.3691,,,0.5894538606,19292,23,False,True,True,False
New Tyler Barber College Inc,North Little Rock,AR,72114-4973,newtylerbarbercollege.edu/,https://www.newtylerbarbercollege.edu/prospective-students/net-price-calculator/,0,0,0,13500.0,28,0,15739,18715,0.6909,,,0.56,6000,27,False,True,True,False
North Arkansas College,Harrison,AR,72601-5508,www.northark.edu/,www.northark.edu/NetPrice/npcalc.htm,2760,5136,13786,9000.0,1121,7538,0,34653,0.3007,,,0.5375118708,21388,24,False,True,True,False
Northwest Technical Institute,Springdale,AR,72764,www.nwti.edu/,www.nwtionline.com/NetPriceCalculator/npcalc.htm,5184,5184,11129,13500.0,201,5563,0,41513,0.6692,,,0.5863874346,21612,26,False,True,True,False
Ouachita Baptist University,Arkadelphia,AR,71998-0001,www.obu.edu/,www.obu.edu/finaid/netpricecal.php,31180,31180,43878,21050.0,1587,0,20656,51673,0.6592,0.7232,1180.0,0.2354892206,62149,19,False,False,False,False
Arkansas State University Three Rivers,Malvern,AR,72104-0816,www.asutr.edu/,www.asutr.edu/sites/default/static/netpricecalc/npcalc.htm,3356,5780,10370,10250.0,446,3110,0,37374,0.331,,,0.5,24497,27,False,True,True,False
Ozarka College,Melbourne,AR,72556-0010,www.ozarka.edu/,www.ozarka.edu/finaid/npcalc.cfm,3720,6723,11310,9818.0,614,4270,0,29314,0.4195,,,0.5092198582,17500,26,False,True,True,False
University of the Ozarks,Clarksville,AR,72830,https://www.ozarks.edu/,https://admissions.ozarks.edu/secure/calc/default.aspx,25950,25950,35272,20875.0,767,0,12114,44384,0.4509,0.6008,1087.0,0.346875,40931,20,False,False,False,False
University of Arkansas Community College-Morrilton,Morrilton,AR,72110,www.uaccm.edu/,www.uaccm.edu/finance/calculator.html,3336,4128,12423,10315.0,1519,6180,0,34924,0.3594,1.0,1020.0,0.4925261584,22457,24,False,False,False,False
Philander Smith College,Little Rock,AR,72202-3799,https://www.philander.edu/,https://www.philander.edu/admissions/paying-for-college/net-price-calculator,13014,13014,25951,24736.0,766,0,17548,38427,0.2962,,,0.4303405573,18743,21,False,True,True,False
Phillips Community College of the University of Arkansas,Helena,AR,72342-0785,www.pccua.edu/,https://hdatatelss.pccua.edu/netcalc/netcalc.html,3110,5060,11244,13500.0,616,3999,0,29552,0.4232,,,0.4459459459,15160,22,False,True,True,False
Southeast Arkansas College,Pine Bluff,AR,71603,https://www.seark.edu/,https://www.seark.edu/net-price-calculator,4200,7200,11877,8600.0,789,5231,0,33603,0.213,,,0.5277401894,17448,24,False,True,True,False
Professional Cosmetology Education Center,El Dorado,AR,71730-4009,https://www.pcec.edu/,https://www.pcec.edu/wp-content/uploads/2022/08/index.html,0,0,0,9833.0,27,0,11713,26754,0.6,,,,22978,25,False,True,True,True
University of Arkansas-Pulaski Technical College,North Little Rock,AR,72118-3347,uaptc.edu/,uaptc.edu/cost-calculator,5820,7050,18763,12080.0,3862,12131,0,34722,0.2261,,,0.4391447368,20542,26,False,True,True,False
University of Arkansas Hope-Texarkana,Hope,AR,71801,www.uaht.edu/,www.uaht.edu/about/tuition-and-fees/tuition-calculator/,3250,4660,13564,13500.0,704,6616,0,34162,0.4241,,,0.5503778338,17783,24,False,True,True,False
University of Arkansas Community College Rich Mountain,Mena,AR,71953,www.uarichmountain.edu/,www.uarichmountain.edu/financial-aid/net-price-calculator,3384,3960,10771,6500.0,441,4027,0,30037,0.5724,,,0.6353276353,17973,24,False,True,True,False
Paul Mitchell the School-Arkansas,Fayetteville,AR,72703,https://paulmitchell.edu/arkansas/,https://paulmitchell.edu/arkansas/tuition-calculator,0,0,0,9833.0,109,0,9079,20077,0.6588,,,0.4820143885,25628,23,False,True,True,False
Searcy Beauty College,Searcy,AR,72143,searcybeautycollege.com/,searcybeautycollege.com/net-price-calculator,0,0,0,12429.0,84,0,11966,19896,0.4318,,,0.6704545455,12782,26,False,True,True,False
Shorter College,N Little Rock,AR,72114,www.shortercollege.edu/,www.shortercollege.edu/netpricecalculator,6246,6246,19724,29500.0,321,0,13423,0,0.1123,,,0.5572815534,0,33,False,True,True,False
Williams Baptist University,Walnut Ridge,AR,72476,https://williamsbaptistuniversity.com/,https://williamsbu.edu/wp-content/uploads/2021/12/index-2.html,19450,19450,30718,21820.0,556,0,11008,38484,0.3787,0.5931,1050.0,0.3235294118,43631,20,False,False,False,False
South Arkansas Community College,El Dorado,AR,71731-7010,www.southark.edu/,https://www.southark.edu/admissions/support/net-price-calculator,3012,5124,10774,11153.0,893,5632,0,34521,0.2743,,,0.539556962,19138,26,False,True,True,False
Southern Arkansas University Main Campus,Magnolia,AR,71753,https://www.saumag.edu/,https://www.saumag.edu/netprice/,9680,15110,24242,18750.0,2787,14793,0,42386,0.4239,0.6361,1088.0,0.4209215442,29945,21,False,False,False,False
Southern Arkansas University Tech,Camden,AR,71701-1906,www.sautech.edu/,www.sautech.edu/netPriceCalc/index.html,4519,4519,15344,6000.0,672,3373,0,36376,0.5575,,,0.5243902439,19465,24,False,True,True,False
Velvatex College of Beauty Culture,Little Rock,AR,72202-5452,www.velvatexcollege.com/,www.velvatexnetpricecalculator.com/,0,0,0,13500.0,14,0,7606,17412,0.8,,,0.6363636364,4800,30,False,True,True,False
University of Arkansas-Fort Smith,Fort Smith,AR,72913-3649,https://uafs.edu/,https://uafs.edu/tuition-and-aid/net-price-calculator.html,6168,13440,17947,18250.0,4143,9197,0,41102,0.3755,,,0.4840221559,29173,22,False,True,True,False
Academy of Art University,San Francisco,CA,94105,www.academyart.edu/,https://npc.collegeboard.org/student/app/academyart,26728,26728,44484,31000.0,4485,0,34401,39008,0.4097,,,0.4083701586,22550,25,False,True,True,False
Academy of Chinese Culture and Health Sciences,Oakland,CA,94612,www.acchs.edu/,www.acchs.edu/npcalc.htm,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
College of Alameda,Alameda,CA,94501,https://alameda.edu/,https://misweb.cccco.edu/npc/341/npcalc.htm,1148,8684,20277,13500.0,4236,12458,0,42563,0.3224,,,0.5613107822,14595,25,False,True,True,False
Allan Hancock College,Santa Maria,CA,93454-6399,www.hancockcollege.edu/,https://misweb.cccco.edu/npc/611/npcalc.htm,1146,8994,10744,13500.0,7497,3193,0,42786,0.2824,,,0.5947006869,23452,23,False,True,True,False
American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,90028,www.aada.edu/,https://www.aada.edu/admissions/net-price-calculator/,38325,38325,52705,12000.0,220,0,42796,27019,0.6085,0.9011,,0.2339832869,41206,20,False,False,True,False
Berkeley School of Theology,Berkeley,CA,94704-3029,www.bst.edu/,https://www.bst.edu/prospective-students/tuition-and-fees/,2896,2896,0,13500.0,19,0,0,0,,,,,0,0,True,True,True,True
American Film Institute Conservatory,Los Angeles,CA,90027-1625,www.afi.com/,conservatory.afi.com/tuition-and-fees/,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
American Beauty College,West Covina,CA,91790,https://www.americanbeautycollege.edu/,https://americanbeautycollege.edu/cosmetology-scholarships/,0,0,0,5430.0,234,0,23973,22481,0.4948,,,0.6363636364,16631,25,False,True,True,False
American Career College-Los Angeles,Los Angeles,CA,90004,https://americancareercollege.edu/,https://americancareercollege.aidcalc.cloud/,0,0,0,9500.0,1969,0,27319,38430,0.6647,,,0.5599022005,15438,25,False,True,True,False
American River College,Sacramento,CA,95841-4286,https://www.arc.losrios.edu/,https://www.arc.losrios.edu/admissions/cost-of-attendance/net-price-calculator,1288,10768,12586,9625.0,24054,4902,0,40162,0.2821,,,0.5141478029,13273,26,False,True,True,False
Antelope Valley Community College District,Lancaster,CA,93536-5426,www.avc.edu/,https://misweb.cccco.edu/npc/621/npcalc.htm,1124,7724,9507,12500.0,10191,817,0,36526,0.2967,,,0.5615699806,13661,24,False,True,True,False
Art Center College of Design,Pasadena,CA,91103,www.artcenter.edu/,https://tcc.ruffalonl.com/Art-Center-College-of-Design/Freshman-Calculator,49942,49942,70276,31000.0,2113,0,42702,71958,0.7565,0.7097,,0.2428842505,30283,22,False,False,True,False
Associated Technical College-Los Angeles,Los Angeles,CA,90017-1604,www.atcla.edu/,https://www.atcla.edu/calculator2019/,0,0,0,9500.0,202,0,23241,24368,0.6609,,,0.5971563981,0,30,False,True,True,False
Associated Technical College-San Diego,San Diego,CA,92108-1630,www.atcsd.edu/,www.atcsd.edu/calculator2019,0,0,0,9500.0,94,0,21686,26688,0.752,,,0.5081081081,0,32,False,True,True,False
Azusa Pacific University,Azusa,CA,91702-7000,www.apu.edu/,https://www.apu.edu/undergraduate-admissions/financialaid/calculator/,42330,42330,54157,23219.0,3344,0,18907,66677,0.6652,0.87,1132.0,0.3798259924,44669,26,False,False,False,False
Bakersfield College,Bakersfield,CA,93305-1299,www.bakersfieldcollege.edu/,https://misweb.cccco.edu/npc/521/npcalc.htm,1430,9560,13920,8312.0,18098,5333,0,37291,0.2144,,,0.6305084746,18201,23,False,True,True,False
Barstow Community College,Barstow,CA,92311,www.barstow.edu/,https://misweb.cccco.edu/npc/911/npcalc.htm,1104,9072,17693,3500.0,2496,9441,0,35104,0.2961,,,0.531069827,15011,26,False,True,True,False
Bellus Academy-Chula Vista,Chula Vista,CA,91911,www.bellusacademy.edu/,https://www.bellusacademy.edu/wp-content/themes/bellus-gei/npc/chula-vista/,0,0,0,7917.0,398,0,19732,23576,0.5,,,0.5614754098,15830,25,False,True,True,False
Bethesda University,Anaheim,CA,92801,www.buc.edu/,www.buc.edu/net-price-calculator,6560,6560,23846,9000.0,181,0,20731,0,0.1097,,,0.4939759036,10349,26,False,True,True,False
Biola University,La Mirada,CA,90639-0001,https://www.biola.edu/,https://www.biola.edu/financial-aid/resources/net-price-calculator#net-price,44382,44382,57785,23875.0,3474,0,21611,56778,0.7102,0.5663,1250.0,0.2355072464,60489,20,False,False,False,False
Brownson Technical School,Anaheim,CA,92805,https://brownson.edu/,https://brownson.edu/netprice/npcalc.php,0,0,0,9500.0,264,0,30829,68767,0.8702,,,0.6327683616,21841,29,False,True,True,False
Bryan University,Tempe,AZ,85281,bryanuniversity.edu/,bryanuniversity.edu/about/consumer-info/net-price-calculator/,12184,12184,23399,20000.0,1767,0,17973,40283,0.3148,,,0.535202864,14493,33,False,True,True,False
Butte College,Oroville,CA,95965-8399,www.butte.edu/,https://misweb.cccco.edu/npc/111/npcalc.htm,1336,7816,14811,10500.0,8676,5285,0,41810,0.3482,,,0.5085910653,16880,23,False,True,True,False
California Institute of Integral Studies,San Francisco,CA,94103,www.ciis.edu/,https://my.ciis.edu/ICS/Financial_Aid/Forms_and_Resources.jnz?portlet=Budget_Calculator&_ga=2.122314440.273392424.1504792767-1278539770.1487619126,0,0,0,18750.0,87,0,0,48848,,,,,18380,34,True,True,True,True
Cabrillo College,Aptos,CA,95003,https://www.cabrillo.edu/,misweb.cccco.edu/npc/411/npcalc.htm,1262,8630,22496,14380.0,7275,13523,0,44114,0.3382,,,0.5075718016,19212,23,False,True,True,False
California Baptist University,Riverside,CA,92504-3297,www.calbaptist.edu/,https://calbaptist.studentaidcalculator.com/welcome.aspx,38058,38058,49531,26063.0,8077,0,23235,61504,0.6005,0.7992,,0.4160798122,42597,24,False,False,True,False
California College of the Arts,San Francisco,CA,94107-2247,www.cca.edu/,www.cca.edu/admissions/tuition/#section-calculator,54706,54706,74618,27000.0,1134,0,29280,49414,0.6889,0.7569,,0.2441860465,38844,21,False,False,True,False
University of California-Hastings College of Law,San Francisco,CA,94102-4978,www.uchastings.edu/,www.uchastings.edu/fiscal-services/tuition-and-fees/,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
California Institute of Technology,Pasadena,CA,91125,www.caltech.edu/,www.finaid.caltech.edu/npc,60864,60864,79947,13500.0,982,0,-1012,128566,0.9348,0.0269,,,44848,19,False,False,True,True
California Lutheran University,Thousand Oaks,CA,91360-2787,www.callutheran.edu/,https://www.callutheran.edu/financial-aid/tuition-fees/net-price-calculator.html,48012,48012,60992,21669.0,2510,0,20047,68712,0.7348,0.8718,1258.0,0.3538587849,56619,22,False,False,False,False
California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,93407,calpoly.edu/,https://www.calpoly.edu/net-price-calculator,10319,28229,29680,18500.0,20976,10117,0,90768,0.8543,0.3043,,0.2480620155,74513,20,False,False,True,False
Alliant International University-San Diego,San Diego,CA,92131,https://www.alliant.edu/,https://www.alliant.edu/net-price-calculator,13680,13680,0,12878.0,274,0,0,66666,0.1569,0.0,,0.3192982456,20685,30,False,False,True,False
California State University-Bakersfield,Bakersfield,CA,93311-1099,www.csub.edu/,https://www2.calstate.edu/attend/paying-for-college/Pages/csu-costs.aspx,7637,19517,18410,16600.0,8108,4906,0,59009,0.4856,0.8655,,0.5817223199,27270,23,False,False,True,False
California State University-Stanislaus,Turlock,CA,95382-0299,https://www.csustan.edu/,https://finaid.csustan.edu/netpricecalculator/npcalc.htm,7734,19614,16968,13540.0,8836,3513,0,63188,0.5639,0.9661,,0.5994566858,28214,23,False,False,True,False
California State University-San Bernardino,San Bernardino,CA,92407-2393,www.csusb.edu/,https://www2.calstate.edu/attend/paying-for-college/Pages/csu-costs.aspx,7486,19366,18750,14715.0,16712,5949,0,59977,0.5574,0.9108,,0.5968578162,25849,22,False,False,True,False
California State Polytechnic University-Pomona,Pomona,CA,91768,www.cpp.edu/,https://www.cpp.edu/financial-aid/resources/net-price-calculator.shtml,7439,19319,21655,16000.0,25080,7832,0,71902,0.6784,0.5538,,0.4927816639,29032,22,False,False,True,False
California State University-Chico,Chico,CA,95929-0150,www.csuchico.edu/,https://www2.calstate.edu/attend/paying-for-college/Pages/csu-costs.aspx,7972,19852,24766,16552.0,12853,10716,0,64172,0.6477,0.95,,0.4734012975,30780,22,False,False,True,False
California State University-Dominguez Hills,Carson,CA,90747-0005,https://www.csudh.edu/,https://www.calstate.edu/attend/paying-for-college/Pages/csu-costs.aspx,7060,18940,14958,13807.0,13903,3021,0,57162,0.4951,0.8913,,0.5905017921,20044,25,False,False,True,False
California State University-Fresno,Fresno,CA,93740,www.fresnostate.edu/,https://studentaffairs.fresnostate.edu/financialaid/netprice/index.html,6663,18543,17508,14505.0,20985,4638,0,61244,0.5641,0.9543,,0.5324517404,27059,22,False,False,True,False
California State University-Fullerton,Fullerton,CA,92831-3599,www.fullerton.edu/,www.fullerton.edu/financialaid/calculator/,7007,18887,17337,13750.0,35249,4386,0,62951,0.7039,0.6672,,0.4944552529,28124,22,False,False,True,False
California State University-East Bay,Hayward,CA,94542,www.csueastbay.edu/,www.csueastbay.edu/financialaid/files/images/net-price-calculator/npcalc.htm,6995,18875,20693,16544.0,10709,7943,0,71401,0.4704,0.962,,0.5092975207,24527,24,False,False,True,False
California State University-Long Beach,Long Beach,CA,90840-0115,www.csulb.edu/,https://www2.calstate.edu/attend/paying-for-college/Pages/csu-costs.aspx,6884,18764,18983,14289.0,32780,5409,0,64403,0.741,0.3995,,0.4862716763,26465,22,False,False,True,False
California State University-Los Angeles,Los Angeles,CA,90032-8506,https://www.calstatela.edu/,https://www2.calstate.edu/attend/paying-for-college/Pages/csu-costs.aspx,6805,18685,17010,13000.0,22690,3717,0,59211,0.5166,0.8694,,0.6153393718,22032,23,False,False,True,False
